350714,956181,798457,804000,315961,300896,915344,225936,244286,262302,249948,174316,885586,158674,100366,867947,446818,166663,153023,429680,1141270,87727,239204,273954,579515,310158,181876,253457,137278,308934,1110792,145809,330204,481353,50683,118988,111675,308820,235765,332606,213630,1001788,176784,834166,232007,215533,258802,220204,236744,176808,205345,231184,110519,290632,134681,256861,821051,115412,273240,460009,525889,292150,370954,5424
191975,228049,149478,263052,49824,71870,337958,70656,113016,57266,39232,124111,280896,71060,40856,241320,40307,93809,17573,145015,267996,72870,191369,37284,265670,60974,68144,69656,54214,154381,400711,34526,20879,169545,15631,56860,31553,84730,53933,154770,46406,292879,56190,296800,38757,77556,56786,82944,97844,82591,104437,78381,50617,53257,185959,39449,311660,34508,55125,114787,57757,78642,272,371155
179372,330897,121130,331294,60805,57001,363853,28884,52562,36728,65515,39312,291363,45176,18761,257415,42894,49510,13820,86276,296286,47167,37827,39895,146676,47177,75222,26233,21502,43330,241156,85965,37483,184945,14182,32739,56950,35482,32176,108641,107861,265401,13775,342878,26678,19186,56410,106763,44868,45795,14613,48942,126733,16165,31262,53104,275527,22961,37672,80685,39484,374,78638,292130
160487,294321,120777,247046,83109,28521,363768,77260,79000,59907,116556,20459,198865,12929,96296,297159,44295,65973,58709,59181,306770,43151,83162,28537,135016,148745,35730,33776,95925,42441,200810,15389,18068,145696,112801,28359,42573,61284,32245,153195,43711,265390,31857,347346,93271,48000,29361,35769,32753,54742,38717,76784,30206,14563,42249,47559,217097,20854,33902,83817,364,39483,57758,525885
145919,404085,143057,396413,25036,50689,862334,42161,86721,51412,52983,40630,480521,93503,80202,426113,60768,41489,30486,141254,368468,57934,101914,142578,183875,86194,82060,35282,92687,33761,465541,52551,67794,182343,43196,32089,79679,50463,65800,169318,51926,267007,48211,381009,78480,73061,118583,73125,49997,118479,108672,69828,48167,54909,18240,43265,350319,73211,74157,690,83812,80683,114788,460014
127504,56518,94603,132709,8568,16331,305691,71647,15200,12350,13470,23505,147539,5674,26246,213339,102979,66403,31858,23620,170690,19366,11423,18684,48426,31513,10975,22405,13189,11677,187343,15873,13108,27538,3527,335448,11032,16144,28043,54562,30904,355253,10874,142250,13746,25456,48496,52505,8579,17692,17192,95160,26007,9748,333181,16420,173863,9414,82,74160,33901,37672,55121,273266
36706,201573,53895,150339,31549,13936,364721,8803,17374,20045,33014,12571,102748,37393,43413,144226,81056,16156,19922,63716,201650,42517,32765,16405,95042,14417,89890,11863,179918,8505,203566,22236,10462,136241,19834,35138,33087,7508,9953,52740,39312,248603,21057,219983,34063,28115,29740,16650,30871,16047,13981,15032,15914,9465,12189,83432,328971,102,9415,73207,20850,22965,34511,115402
399607,834409,365158,954676,185988,175120,1903552,373313,170531,208618,152981,222447,790970,83269,169269,806835,171185,165185,79477,314292,924614,999639,202424,249883,371845,166559,99456,275468,127887,97331,1102093,90720,159429,265670,705734,329416,288565,135338,103019,312576,91513,887234,106166,750062,286985,158673,309847,184151,191166,140894,228458,297480,122888,256932,192873,96201,5320,328666,173868,350279,217058,275465,311626,821524
87656,101567,236671,232052,17388,38173,325642,17242,22260,13994,42143,8016,223136,31731,85091,159121,24034,109351,21598,38195,158514,33363,14128,30111,52908,26945,19366,12528,15184,25372,169630,8155,6385,37288,5776,35263,15714,9203,25839,33875,6511,218478,28962,164967,47135,10377,9458,43316,12779,27636,15858,10765,13307,9153,9205,102,96215,83432,16419,43263,47563,53109,39455,256872
54834,216264,167562,78727,27156,177487,210848,39454,45486,8783,12685,11293,173668,12002,20824,81271,47991,17739,9427,21637,224243,41605,13349,111176,62847,9664,41415,82870,48719,8150,99252,7224,31099,79430,5058,12160,13989,13046,217628,37129,9300,155178,10217,264146,15746,28279,79725,10519,74147,13445,11042,17458,11218,5914,136,9204,192877,12189,333188,18243,42248,31261,185959,134659
