0,37,1957,481,1745,1091,2498,1384,561,465,579,983,644,45866,819,15268,946,0,14597,63,904,0,2475,1034,98171,45,962,98,1086,798,260,0
2,0,258,163,367,27610,195,25454,405,379,7610,158,9232,5522,3008,5818,329,4983,1927,56,25451,0,5520,76,540,3625,6154,1955,1518,1085,0,260
6,16,6014,1588,76,121,22,4080,8067,3521,11796,33,2571,698,342,1794,70,5,667,48,178,0,1665,2933,71,1851,1372,605,728,0,1082,799
14,7,785,241,821,548,184,13796,64,1484,1125,463,1134,780,11629,1221,597,45,787,19,210,0,5788,4003,220,551,696,952,2,729,1516,1088
1525,25,1531,173,1068,1099,15,8304,26,1346,249,749,40,227,483,750,6375,493,372,48,1887,0,484,382,283,152,8347,2,952,605,1954,98
59,7,7994,10,7527,8271,50,3167,15,10860,9906,2988,327,3723,11363,5931,407,260,13040,62,11549,0,20908,311,9816,12876,12,8308,695,1372,6141,962
377,0,6266,16,147,1018,176,13642,88,20995,54149,291,630,1716,1201,4124,100,609,1752,92,3360,0,2297,619,1499,6,12883,152,550,1851,3622,45
1028,0,375,188,876,2245,12454,1046,46,1036,1660,1032,860,1069,1214,3405,10529,667,875,708,1053,58,2436,611,6,1498,9821,284,220,71,536,98012
143,0,1977,326,5930,381,3509,1609,720,913,1525,225,2160,18643,7537,2705,182,367,643,85,748,0,1574,0,610,621,311,381,4001,2930,76,1034
2,0,212,121,1611,7423,59,2420,88,789,6422,101,107,7603,6628,46078,304,8,1076,12,5112,0,0,1573,2437,2297,20873,483,5782,1663,5515,2476
1,0,26,0,79,0,126,1,9,3,8,0,0,1,0,0,0,45,1,2,0,0,0,0,58,0,0,0,0,0,0,0
2,0,128,88,408,40996,208,2720,4,307,3492,64,82,16592,11952,2841,167,163,1414,130,0,0,5106,747,1052,3363,11552,1891,210,180,25475,906
35,76,50,84,683,69,147,89,93,101,29,9929,141,45,232,140,513,174,304,2,129,2,12,85,709,91,62,49,19,48,56,63
0,8,2446,543,11889,547,1486,1775,83,1700,2184,11775,509,2528,570,1853,204,0,0,305,1411,1,1075,644,876,1750,13062,373,787,669,1926,14595
428,0,26,383,4,585,34,398,15,36,243,74,121,311,446,1175,81,0,0,174,163,45,8,367,665,611,260,493,45,5,4981,0
124,2,171,1642,51,632,6587,5924,302,36,127,3733,613,65,103,3291,0,81,204,513,167,0,302,182,10529,99,407,6373,597,70,330,945
389,54,1345,183,1363,3316,590,4957,312,1578,5803,377,159,26088,8611,8,3289,1181,1852,139,2839,0,45955,2713,3414,4126,5929,747,1221,1790,5802,15258
233,0,452,128,10307,5933,422,1052,161,11229,390,390,12963,2471,2,8590,103,446,569,232,11942,0,6627,7551,1218,1203,11339,483,11674,341,3011,819
32,8,2099,3035,1497,4679,582,3791,52,912,1968,684,502,8,2470,26070,65,310,2526,45,16546,1,7586,18639,1068,1713,3730,227,781,697,5533,45874
92,0,1270,297,3277,873,888,1982,2255,1379,13504,347,6,502,12975,159,613,121,509,140,82,0,107,2167,861,629,326,39,1134,2550,9229,644
1184,8,9661,57,2541,9,13750,955,38,592,677,0,347,683,390,378,3732,74,11777,9932,64,0,101,225,1031,291,2991,749,463,33,158,983
151,0,1757,1612,659,2306,107,21051,4878,7876,6,678,13497,1974,390,5829,127,243,2186,29,3491,8,6427,1528,1652,54039,9886,249,1123,11732,7581,579
115,71,2778,243,2938,196,288,1175,346,0,7918,592,1378,912,11228,1579,36,36,1699,100,307,3,789,914,1033,21065,10857,1344,1482,3520,379,465
17,34,1294,4714,136,31,2271,298,0,346,4877,38,2256,52,161,313,302,15,83,90,4,9,88,720,46,87,15,26,64,8078,405,561
108,2,1068,573,1054,3360,1163,4,297,1174,21053,955,1978,3793,1052,4955,5925,399,1771,89,2726,1,2416,1604,1044,13600,3161,8306,13795,4077,25400,1384
34,10,593,5109,197,216,0,1163,2272,289,107,13748,887,582,422,589,6588,34,1486,148,208,125,59,3509,12445,176,50,15,184,22,194,2495
102,0,16,772,281,0,217,3363,31,197,2308,9,872,4673,5947,3313,632,587,548,69,41046,0,7425,381,2244,1018,8281,1098,548,121,27676,1090
28,8,14409,81,0,281,199,1055,135,2941,659,2544,3283,1502,10322,1361,51,4,11904,681,411,74,1612,5924,875,148,7535,1070,822,76,365,1746
19,49,516,0,81,776,5113,573,4714,244,1612,57,297,3035,128,183,1649,384,543,84,88,0,121,326,188,16,10,173,241,1590,163,481
17,0,0,514,14410,16,593,1066,1294,2779,1756,9660,1271,2099,454,1346,171,26,2444,50,129,26,214,1977,375,6277,8001,1543,785,6012,256,1957
0,0,0,49,8,0,10,2,34,71,0,8,0,8,0,54,2,0,7,76,0,0,0,0,0,0,7,25,7,16,0,38
0,0,17,19,28,102,34,108,17,115,151,1185,91,32,230,391,124,427,0,35,2,1,2,143,1030,377,59,1527,14,6,2,0
