502105,512890,495716,511817,506344,496370,520991,508045,490783,505512,519653,516848,518860,502004,508165,507766,508368,506089,515432,519254,499716,511605,505519,498625,518384,491255,523539,524270,508453,521381,520938,0
484956,500144,485648,510435,505854,485274,523082,506214,486311,502740,525590,516053,504149,500650,504194,506765,507747,496361,514052,558032,487542,501068,499663,493661,514109,494645,520654,513381,508762,519248,0,520940
502763,509384,505955,508356,521091,503681,518695,513959,506608,503139,520666,512516,515227,507739,509290,505330,516478,500641,519876,510380,495629,506351,507560,500339,509852,504281,524978,507121,512082,0,519245,521383
517435,519835,550889,508513,524646,530877,507918,521031,529942,513035,505252,507959,507581,527809,514599,519905,511750,525328,507069,513389,530787,527480,522040,524700,514664,525164,501966,513397,2,512081,508758,508457
497014,509233,497224,510186,512059,504922,515708,515804,506227,504225,524817,517967,514544,507974,550425,511814,512620,504752,518746,516481,489118,506213,509616,508711,512941,501883,512627,0,513404,507119,513386,524266
495745,499563,492131,515322,502667,486266,521749,502229,490877,500643,519441,510968,514506,491420,503445,493411,516986,492637,511029,512563,489767,499044,498467,494663,513017,494403,0,512625,501964,524976,520657,523540
556023,517049,551914,502766,516325,537875,495500,520315,540245,522803,486606,498792,511639,526121,517914,525106,552582,537237,503921,499124,552636,531131,527935,529911,509406,0,494389,501870,525161,504272,494639,491255
525077,506489,517425,506818,515225,520864,513412,518193,506648,511472,507046,514517,510364,515651,513343,513519,509545,516546,508151,509094,515052,510318,519575,512450,0,509410,513014,512942,514667,509852,514106,518383
528699,522350,531921,505868,518017,532246,504548,514539,529690,524821,502043,500278,509768,521060,519359,522525,508986,522293,503989,507811,527360,534609,525882,2,512445,529914,494655,508709,524686,500333,493660,498626
535637,517873,528796,509028,520439,524761,508956,521235,518046,526160,506743,508732,509655,524713,515358,517915,509516,516121,512519,508870,533623,521812,0,525886,519569,527939,498458,509614,522031,507553,499666,505514
527423,515589,523334,511803,521970,525656,505108,525360,531082,527831,495309,526487,508565,523348,516318,526394,506541,529669,507972,512933,537141,0,521813,534612,510314,531136,499045,506211,527482,506347,501069,511604
542907,524259,549430,514094,527477,540099,495921,520470,551788,526752,490744,496799,516336,524156,511811,527855,510538,532981,500898,500630,0,537142,533620,527346,515042,552635,489755,489107,530770,495603,487536,499703
508473,510441,507654,509369,521153,508765,514171,514082,503901,514030,514724,510728,514189,513229,513922,512227,509622,504543,514534,0,500638,512930,508874,507812,509094,499131,512562,516491,513387,510381,558033,519252
506236,519991,505000,512493,511751,509250,513832,510750,504498,506992,515616,506161,510056,518480,505907,513201,505640,506258,0,514539,500902,507971,512517,503988,508150,503924,511029,518746,507063,519881,514049,515430
523027,525243,531227,517313,522623,529952,500783,525419,529701,537862,496978,504823,504991,519394,517208,527767,515584,0,506257,504545,532998,529667,516125,522290,516538,537240,492638,504748,525334,500634,496364,506092
507662,510453,502896,514325,518210,502791,515125,514969,501125,514352,503470,511276,519892,514368,503345,512182,0,515583,505638,509613,510541,506545,509522,508986,509546,552594,516986,512626,511750,516470,507743,508368
525048,517938,533816,506803,523242,531467,505092,514121,525261,524523,499524,510302,514801,528201,523905,0,512177,527764,513203,512223,527869,526398,517913,522528,513518,525116,493417,511815,519906,505328,506762,507765
510872,513437,519211,507667,518892,508008,505797,519933,517054,512077,511383,512746,513869,509820,0,523900,503347,517201,505895,513919,511823,516310,515358,519349,513345,517916,503436,550417,514576,509282,504183,508159
533062,521674,526005,505424,516843,523009,512614,521727,524830,518963,500489,506481,515856,0,509816,528197,514366,519395,518479,513223,524160,523351,524707,521049,515645,526099,491409,507962,527790,507722,500649,502000
504880,512960,511475,517442,511713,509431,505420,518448,507658,523537,538023,515818,0,515858,513875,514798,519887,504994,510058,514181,516347,508559,509653,509774,510359,511637,514502,514543,507584,515220,504147,518866
509522,508375,507621,517934,508405,507125,512959,511021,503024,503375,515631,0,515817,506481,512750,510300,511281,504819,506161,510724,496808,526486,508728,500280,514526,498791,510969,517968,507973,512515,516052,516842
503549,498920,485557,518244,514471,491955,518798,505474,488357,502674,0,515632,538016,500495,511387,499527,503468,496979,515611,514718,490747,495310,506742,502047,507049,486623,519443,524814,505254,520672,525586,519647
535295,512377,530961,510383,519106,531538,499444,525592,527933,0,502666,503372,523542,518977,512086,524523,514346,537869,506995,514025,526758,527832,526162,524825,511464,522809,500638,504225,513039,503135,502736,505504
528857,523481,571187,508932,516148,532949,502675,525886,0,527930,488358,503020,507661,524831,517055,525266,501123,529697,504500,503900,551790,531078,518037,529687,506650,540247,490864,506219,529933,506613,486313,490776
521969,515012,527146,517818,519933,518422,502045,0,525880,525589,505473,511016,518449,521725,519941,514127,514972,525418,510751,514081,520481,525363,521244,514542,518193,520318,502229,515803,521030,513955,506213,508041
500690,506064,500065,513972,516607,496671,0,502043,502683,499442,518798,512954,505416,512623,505807,505092,515123,500784,513828,514173,495924,505110,508957,504553,513412,495503,521748,515708,507922,518698,523087,520992
538400,519340,534303,507377,526430,0,496665,518415,532958,531531,491958,507119,509431,523007,508004,531462,502788,529939,509251,508760,540106,525648,524764,532250,520858,537874,486251,504916,530872,503675,485270,496368
526380,519240,520353,518107,0,526431,516609,519937,516144,519108,514468,508400,511716,516839,518891,523237,518209,522618,511746,521153,527486,521975,520436,518013,515225,516325,502668,512054,524653,521089,505854,506344
501677,512365,505332,0,518106,507377,513973,517821,508934,510382,518244,517936,517440,505436,507679,506803,514326,517315,512489,509367,514107,511802,509026,505875,506819,502772,515327,510189,508519,508354,510439,511817
552084,519392,0,505332,520352,534300,500061,527141,571184,530957,485551,507614,511476,525999,519216,533807,502894,531227,504998,507647,549435,523336,528794,531926,517420,551920,492129,497216,550887,505945,485651,495713
