2873449,1267591,1320482,2382043,860139,2725356,1725975,926149,988352,2154985,1382739,1362046,574467,2033835,1553452,1571475,3165975,1275921,730863,1496523,567365,756351,736517,658887,2685551,899668,779501,657913,2487633,2160842,1858474,30516
1655027,974303,947362,1886176,815734,1443662,1301914,869093,744788,1210639,858457,903731,647634,1205607,701870,1094654,1396220,696006,622380,1120249,485134,882132,704569,743246,1559448,666484,721676,563778,1977553,1823965,13776,1858689
1780565,1247653,1121916,1672711,799254,1745070,1548481,812979,807658,1339757,993199,898584,631405,1360170,1037189,1201707,1446787,822323,601230,868563,491965,603064,664452,442325,1743325,612022,686948,803175,2082106,15838,1823669,2159141
2249178,1193084,1120708,2384649,911053,2085744,1510101,1033021,801683,1852185,1070307,890600,580953,1682204,1313834,1774506,1996669,1034104,526058,1267084,805220,824728,596430,610894,2246106,789185,737668,590473,24278,2081358,1977510,2487790
628385,425322,475074,580878,458170,518913,511402,457617,633187,399264,437184,507649,461122,541458,513504,443836,590463,441167,422466,388198,607392,479628,477029,490993,487548,431061,461412,16394,590668,802786,563664,657748
635419,660353,526380,562146,634013,713494,673085,558370,510704,542400,589077,773538,467170,599289,717204,566018,563801,499239,546836,525588,420415,500245,520246,665568,687740,527864,19198,461440,737244,686838,721486,778931
632380,521809,622700,664430,605287,780081,576800,698218,529729,598485,733387,498053,438447,555468,537749,567464,1179412,499206,456961,443649,398283,418981,533465,510664,825184,18804,528167,431106,789343,612507,666724,898079
3043316,948651,992470,2452319,689056,2101512,1793773,770577,709704,2088282,1178178,1063164,615803,1764309,1485379,1472155,2194114,1167487,525512,1541582,436481,571376,685496,449954,44482,825146,687170,487472,2245138,1744200,1559159,2685779
560957,623545,466356,567369,434002,576340,510974,527653,616181,514114,615549,481690,501359,437605,525903,516278,463128,528280,609067,380825,561267,498913,492532,18694,450614,510784,665709,491041,610931,442766,743354,658762
586548,581223,568779,577981,471472,500893,566012,618892,540873,748380,623901,514884,691761,549486,502264,551438,637586,550617,432398,382560,543729,406480,19548,492515,686496,533645,520343,477293,596536,665162,704596,736455
621963,469321,519878,549143,542896,508611,632713,506060,495889,489910,552439,477613,541034,519583,501307,492753,598366,485536,439628,423431,474712,18312,406489,498913,572050,419026,500094,479816,824477,603387,881851,756159
509754,448738,537643,528822,510131,469999,442624,439267,628391,473933,434385,440237,496248,483113,447976,401665,455092,451486,425075,360931,16936,474446,543719,561323,436766,398490,420393,607417,805177,492104,485145,567364
1578075,656163,704738,1427722,500272,1245053,955043,636839,451097,1180354,637105,749265,538114,1059059,796232,917596,1334078,922918,382867,30814,360616,423279,382478,380771,1543098,443648,525400,388173,1266606,868315,1119673,1496866
635419,636888,534747,489813,586492,539731,549114,610055,612449,568354,597058,481483,536042,487115,511371,509401,607474,593455,18794,383050,425071,439675,432446,609413,526148,456966,547123,422519,526186,601869,622508,731007
1146949,630528,625737,988136,553509,981314,723393,642158,550601,1308523,552638,835698,556116,938542,919705,758626,820077,33434,593488,924002,451406,485474,550698,528245,1168889,499313,499290,441256,1034290,822532,696154,1275744
2467057,945839,921586,1953925,713462,2113846,2373535,774794,615468,3265706,950279,781963,502598,1427352,1082583,1281557,36818,820067,607549,1333933,454912,598296,637402,463113,2193446,1179399,563473,590530,1995431,1446753,1395349,3164357
1493389,774428,780321,1374443,688055,1362590,1219860,960751,557958,1197101,882000,769386,509977,1209218,881425,29202,1281603,758455,509376,917730,401645,492565,551543,516277,1474351,567079,566046,443978,1774178,1202983,1094786,1571798
1630090,1117738,713781,1368318,554875,1418813,998795,573806,578270,1648568,589001,888157,593289,1215363,39788,881048,1083126,919191,511273,795871,447972,500931,502160,525911,1485912,537511,717237,513626,1313663,1037176,701735,1553393
2079207,905388,875142,1712048,701789,2004594,1268981,741412,628922,1565043,791989,967684,497658,38992,1215631,1208414,1426851,938326,487045,1058591,483231,519743,549562,437769,1766045,555531,599467,541566,1682269,1361100,1205546,2034022
587592,573050,610428,620641,632555,534505,535112,511526,484238,560638,507511,547383,20024,497893,593294,510092,502517,556212,536098,538192,496145,541062,691975,501309,615854,438484,467276,461367,581100,631992,647837,574568
1311937,885361,778350,1016216,759036,1033017,930380,594038,639023,968800,628475,27162,547399,968039,888557,769639,782358,835979,481464,749691,440244,477768,514917,481638,1064022,498373,773643,507806,890343,898400,903567,1362308
979206,757275,817038,945986,548761,1080401,897644,790133,632749,912277,19638,628667,507698,792084,589182,882206,951050,552719,597139,637273,434637,552718,624235,615680,1180090,733675,589388,437543,1070623,994450,859104,1383451
2464914,1226229,1052849,2094873,732691,2094532,1284955,850853,716294,39838,912300,968768,560657,1567091,1651913,1197283,3266936,1308426,568442,1180566,473847,490110,748626,514299,2089966,598727,542450,399505,1851640,1340280,1210650,2155808
817970,679998,540492,718009,606086,659225,806783,574589,19374,716188,632731,638912,484241,628915,578356,558070,615520,550618,612498,451391,628381,495937,541084,616669,710713,529910,510939,633457,801829,808765,744652,988408
733228,728836,731774,751911,575764,792399,732268,20352,574707,850921,791830,594334,511802,741646,573981,960760,775288,642096,610213,637309,439685,506165,619132,527777,771688,698701,558821,457927,1033478,814097,869283,925808
1770568,1308939,973737,1667714,613485,1890327,24672,732185,806732,1285221,897680,929891,535218,1269228,999021,1219438,2374305,723336,549121,955394,442854,632903,566031,511202,1796479,576816,673313,511886,1510269,1550330,1302334,1726276
2429388,1059060,1126969,2136936,814405,34414,1891295,792256,659292,2095030,1079862,1032852,534469,2004418,1419576,1363884,2114767,981528,539914,1245630,470199,508802,500979,576472,2103230,780242,713741,519214,2086061,1746631,1443930,2726279
724132,597873,512105,686479,18044,814414,613651,575730,606059,732586,548558,759170,632696,702005,554964,688250,713688,553608,586605,500451,510364,543199,471679,434096,689846,605699,634042,458323,911175,798848,815764,861466
2624646,961318,1191949,40990,686105,2136527,1667418,751427,717894,2094734,945518,1015787,620378,1712042,1368392,1374281,1954833,988086,489962,1427990,528855,549249,577942,567469,2451763,664399,562318,581094,2383635,1673101,1885417,2381947
1376738,966215,25356,1192802,512129,1127091,974180,731643,540581,1053208,817027,778301,610548,875424,713880,780451,921979,626152,534918,705194,537745,520052,569088,466592,993680,622933,526410,475308,1121087,1122601,947692,1320612
1090383,23042,967019,961719,597964,1059258,1309500,729155,680048,1226471,757217,885356,573288,905645,1119098,775430,946395,630748,637128,656459,448929,469385,581308,623182,950200,522181,661212,425724,1193381,1248934,974591,1267923
45782,1089828,1376630,2629123,723800,2430976,1770285,732803,817614,2463446,978534,1310788,587396,2079280,1630234,1492161,2466056,1146521,635503,1577756,509640,621816,586354,560973,3043401,631974,635428,628581,2249187,1780465,1654222,2872774
