14,32,20,51,597,26,34,55,331,119,34,29,34,35,22,28,284,55,16,21,30,26,43,72,29,34,262,33,39,18,53,0
34,47,35,57,36,42,120,20,62,55,32,18,712,49,10,686,39,30,50,30,56,320,1212,32,233,12,33,20,27,85,0,53
28,44,30,27,69,728,24,501,38,30,62,29,45,28,40,24,96,28,1053,326,51,34,33,65,30,35,17,15,73,0,85,18
63,21,28,21,36,245,20,811,22,31,19,80,9,28,23,22,42,24,798,47,27,20,986,28,20,15,24,85,0,73,27,39
126,24,42,8,219,20,18,20,11,60,60,41,51,22,28,28,57,80,61,15,21,23,310,27,55,40,87,0,85,15,20,33
27,401,160,30,79,173,29,32,192,29,36,42,8,53,22,48,40,75,396,46,115,585,32,27,34,58,0,87,24,17,33,262
27,62,23,29,59,38,27,21,25,318,712,57,37,555,29,5,14,9,12,15,46,76,60,507,33,0,58,40,15,35,12,34
36,61,27,47,80,42,120,214,17,31,19,20,54,55,1347,78,22,38,33,121,2142,35,28,244,0,33,34,55,20,30,233,29
45,57,23,11,365,397,33,154,20,270,39,39,541,26,660,37,56,160,20,684,44,38,42,0,244,507,27,27,28,65,32,72
320,174,20,657,119,42,40,47,43,52,10,167,84,44,67,31,81,39,47,1191,30,50,0,42,28,60,32,310,986,33,1212,43
36,37,45,72,20,82,264,20,80,103,61,28,25,30,26,27,13,49,30,42,25,0,50,38,35,76,585,23,20,34,320,26
25,51,25,39,886,31,16,7,24,21,6,32,271,39,14,54,1139,25,33,76,0,25,30,44,2142,46,115,21,27,51,56,30
1226,16,27,46,46,38,38,38,30,126,47,29,58,54,29,14,24,41,36,0,76,42,1191,684,121,15,46,15,47,326,30,21
36,41,58,33,27,426,26,2717,55,160,46,34,30,47,45,27,27,43,0,36,33,30,47,20,33,12,396,61,798,1053,50,16
34,38,45,25,26,41,32,54,40,23,44,14,33,32,44,63,32,0,43,41,25,49,39,160,38,9,75,80,24,28,30,55
38,36,53,23,34,32,43,36,24,57,25,216,25,1032,19,174,0,32,27,24,1139,13,81,56,22,14,40,57,42,96,39,284
35,37,26,54,22,18,806,91,12,32,49,34,28,19,32,0,174,63,27,14,54,27,31,37,78,5,48,28,22,24,686,28
39,83,744,42,49,30,44,40,32,24,60,32,694,64,0,32,19,44,45,29,14,26,67,660,1347,29,22,28,23,40,10,22
711,19,385,14,39,50,30,33,28,81,32,29,44,0,64,19,1032,32,47,54,39,30,44,26,55,555,53,22,28,28,49,35
1519,32,72,67,25,54,34,24,198,46,19,353,0,44,694,28,25,33,30,58,271,25,84,541,54,37,8,51,9,45,712,34
72,37,620,17,73,28,61,414,41,299,16,0,353,29,32,34,216,14,34,29,32,28,167,39,20,57,42,41,80,29,18,29
22,76,138,21,23,44,44,191,25,32,0,16,19,32,60,49,25,44,46,47,6,61,10,39,19,712,36,60,19,62,32,34
37,12,266,40,35,51,26,24,41,0,32,299,46,81,24,32,57,23,160,126,21,103,52,270,31,318,29,60,31,30,55,119
111,28,58,52,445,67,38,37,0,41,25,41,198,28,32,12,24,40,55,30,24,80,43,20,17,25,192,11,22,38,62,331
503,30,38,35,27,1122,28,0,37,24,191,414,24,33,40,91,36,54,2717,38,7,20,47,154,214,21,32,20,811,501,20,55
31,35,41,28,375,48,0,28,38,26,44,61,34,30,44,806,43,32,26,38,16,264,40,33,120,27,29,18,20,24,120,34
153,156,18,49,51,0,48,1122,67,51,44,28,54,50,30,18,32,41,426,38,31,82,42,397,42,38,173,20,245,728,42,26
34,13,38,23,0,51,375,27,445,35,23,73,25,39,49,22,34,26,27,46,886,20,119,365,80,59,79,219,36,69,36,597
37,21,148,0,23,49,28,35,52,40,21,17,67,14,42,54,23,25,33,46,39,72,657,11,47,29,30,8,21,27,57,51
1106,39,0,148,38,18,41,38,58,266,138,620,72,385,744,26,53,45,58,27,25,45,20,23,27,23,160,42,28,30,35,20
39,0,39,21,13,156,35,30,28,12,76,37,32,19,83,37,36,38,41,16,51,37,174,57,61,62,401,24,21,44,47,32
0,39,1106,37,34,153,31,503,111,37,22,72,1519,711,39,35,38,34,36,1226,25,36,320,45,36,27,27,126,63,28,34,14
