35032,18723,19918,107149,140991,122897,79178,18970,20846,18234,129799,22541,124980,47991,48312,18479,18803,139957,119295,69104,23748,19659,88337,34324,79786,35111,37280,141554,136885,68307,100308,107906,89141,51452,34189,18799,17869,87587,114418,18819,20672,22516,49190,72617,126045,141227,22065,132621,24694,20262,24598,19869,18874,49482,90179,23555,77305,25474,24066,33199,21190,25992,133415,12016
198091,75882,75178,219147,4153163,2788957,1404778,77680,83534,80082,1472485,81981,139266,368067,235720,76190,71535,3661658,133045,493718,101966,84570,815404,305130,1647959,299638,646668,3756616,3802080,1587773,2122496,119437,1608701,333747,117374,76528,75527,2309926,196353,85952,82506,99598,780658,853530,1439741,3737197,87369,146844,101197,81466,113177,79864,74016,87524,130975,120003,715123,124448,99024,239053,93539,111701,117458,133117
27980,16717,15700,27195,123981,104517,80739,15497,15030,18122,75104,19715,25866,62113,38139,14637,14889,119636,27657,59455,25758,17685,81472,34073,77320,36750,31937,116503,121976,68721,96058,52575,85565,90381,20548,12284,16320,84836,26706,13664,16388,20631,29241,60694,54982,123256,23208,28180,111879,15435,160239,14818,16051,17633,30386,153729,33853,132905,54513,36507,38514,8708,111776,25995
22581,20864,12421,22945,101456,80426,67726,14304,13717,12965,62906,98999,21914,53038,26008,12491,13703,95482,23579,41752,94453,15354,43276,26277,62592,24027,27776,97413,96791,53588,73340,18050,63909,29813,16968,10602,13580,61562,22793,12031,13678,100484,32653,45296,47167,99561,110564,23137,35160,13686,36724,12254,15878,15100,20585,36735,27582,52848,90332,46142,9834,38528,93639,21192
86928,30550,20228,33745,270937,200251,157607,18297,36697,19396,216717,48094,32656,108667,208503,19060,19632,196571,33248,126591,63381,18689,133110,85864,200877,130577,32635,230484,253042,171776,224374,33119,173285,88023,43400,24113,18731,73892,35247,20993,22123,49381,45337,170136,61186,254358,46283,36189,37556,19172,36224,20919,19705,26702,32785,34674,40040,41610,39936,14128,46140,36519,238957,33202
23724,11503,14716,25689,97528,77692,80838,15391,12619,12725,56922,97660,26132,68979,27730,11664,12113,95097,23983,40923,104363,12877,46884,25256,57913,25010,29284,94951,93051,50533,70582,21958,64365,34790,21952,12110,13115,58925,26431,12172,14571,99359,34032,47232,47148,97121,102051,24940,53409,16163,32267,14197,13660,21496,28216,32132,32916,25558,10974,39972,90329,54514,99294,24057
35417,23042,14963,28408,133148,115087,78679,14477,14267,14165,84361,31955,27277,56644,31559,15133,13217,125430,22977,54383,32589,14665,96948,29172,69056,29176,34147,118779,127590,63415,99599,51868,91079,80790,20486,14305,14532,83121,35370,15603,15376,35106,30150,64727,64016,136088,35744,26495,110933,16052,141869,14313,14613,19326,32439,139010,34846,13122,25551,41636,52771,132858,124640,25476
51833,25924,34027,163951,807264,625924,242906,25705,32435,25138,87939,25084,82186,60214,67301,33583,33310,729739,83891,100416,31625,35843,72232,47128,277182,53907,217072,726567,723881,489561,257285,64220,197844,57755,55180,24397,32479,646782,79990,26698,36121,30456,494206,139944,266595,737975,27357,105162,32547,26233,31888,37612,24729,67788,76575,33678,25932,34852,32912,40046,27584,33853,717548,77298
26536,17042,12382,26727,129088,103866,76597,13625,17060,14747,81549,21519,23616,62204,34378,14971,12680,114467,23322,56132,17533,15132,83367,28173,76511,33506,28817,121089,121910,68228,86777,57423,80548,91169,18782,16469,13281,86899,26905,14670,14587,20829,32084,57654,52541,125790,18654,24357,122353,12549,179405,13896,13045,18575,29413,12196,33673,138834,32103,34672,36713,153775,120009,23547
33460,17319,18171,109988,129693,109576,94582,17806,42008,16561,101926,21185,89559,42917,44029,16900,16442,123101,90176,67067,26670,16546,73276,56106,67887,61584,33726,131248,131383,78046,94833,68155,71007,36936,35937,15026,15977,78716,84773,16274,16938,20156,46250,67245,105492,132684,19652,93368,23700,17245,29784,17751,15966,43013,11648,29393,76571,32471,28192,32786,20586,30389,130980,90189
