140285711486624	ptr	9
140285711486632	TMlist_iter_hasNext	40
140288530058912	ptr	1
140288530058920	TMlist_iter_hasNext	12
140287657643680	ptr	9
140287657643688	TMlist_remove	3609
140286114139848	TMlist_iter_hasNext	118
140285510160064	ptr	6
140285510160072	TMlist_iter_hasNext	141
140285510160072	TMlist_iter_hasNext	2
140288261623496	TMlist_iter_hasNext	229742
140288261623496	TMlist_iter_hasNext	1
140285443051200	ptr	2
140285443051208	TMlist_remove	153
140288597167808	ptr	451
140288597167816	TMlist_remove	4199
140287724752576	ptr	8
140287724752584	TMlist_remove	17
140287993188040	TMlist_iter_hasNext	60291
140287926079176	TMlist_iter_hasNext	7136
140285375942336	ptr	86
140285644377792	ptr	1
140285644377800	TMlist_iter_hasNext	4
140286248357568	ptr	1
140289469583040	ptr	8
140287120772800	ptr	1
140287120772808	TMfindPrevious	11
140286248357576	TMlist_iter_hasNext	11
140287187881664	ptr	10
140287791861440	ptr	3
140286449684160	ptr	41
140285375942344	TMlist_iter_hasNext	8074
140286449684168	TMlist_iter_hasNext	157635
140288932712128	ptr	1
140288932712136	TMfindPrevious	70297
140288932712136	TMfindPrevious	1
140285979922120	TMlist_iter_hasNext	10215
140285912813256	TMlist_iter_hasNext	60924
140287187881672	TMlist_iter_hasNext	510
140288462950080	ptr	36
140288462950088	TMlist_iter_hasNext	914
140288328732352	ptr	58
140288328732360	TMlist_remove	34442
140289469583048	TMlist_iter_hasNext	490
140287791861448	TMlist_iter_hasNext	144365
140286047030976	ptr	155
140286047030984	TMlist_remove	2563
140287322099392	ptr	13
140287322099400	TMlist_remove	1546
140288530058976	ptr	2
140285711486688	ptr	15
140288530058984	TMlist_iter_hasNext	32251
140287657643744	ptr	8
140287657643752	TMfindPrevious	9709
140286651010784	ptr	4
140286651010792	TMlist_remove	28
140285711486696	TMlist_iter_hasNext	135
140285979922176	ptr	4
140285979922184	TMlist_iter_hasNext	24
140287993188096	ptr	3
140288932712192	ptr	1
140287993188104	TMlist_iter_hasNext	1913
140285510160128	ptr	2081
140285510160136	TMlist_iter_hasNext	14427
140285510160136	TMlist_iter_hasNext	2
140285644377856	ptr	8
140285644377864	TMlist_iter_hasNext	178
140287724752640	ptr	8
140287724752648	TMlist_iter_hasNext	177
140285375942408	TMlist_iter_hasNext	120444
140287791861504	ptr	7
140287791861512	TMlist_iter_hasNext	70354
140287791861512	TMlist_iter_hasNext	2
140285912813312	ptr	3
140288597167872	ptr	10
140288597167880	TMlist_iter_hasNext	1262
140285912813320	TMlist_iter_hasNext	28980
140287322099456	ptr	30
140287322099464	TMlist_remove	558
140287456317184	ptr	212
140287456317192	TMlist_remove	276192
140289469583112	TMlist_iter_hasNext	34223
140287120772872	TMlist_iter_hasNext	56255
140287926079232	ptr	40
140288932712200	TMlist_iter_hasNext	8124
140287926079240	TMlist_iter_hasNext	1172
140286047031040	ptr	25
140286047031048	TMlist_iter_hasNext	5341
140288328732416	ptr	9
140288328732424	TMlist_remove	18
140286248357632	ptr	7
140286382575360	ptr	1
140286248357640	TMlist_iter_hasNext	20147
140286382575368	TMlist_remove	4827
140288261623560	TMlist_iter_hasNext	22081
140285443051264	ptr	22
140285443051272	TMlist_iter_hasNext	41677
140287724752704	ptr	4
140287724752712	TMlist_iter_hasNext	373
140287456317248	ptr	39
140287456317256	TMlist_remove	477
140287993188168	TMlist_iter_hasNext	35053
140285375942464	ptr	32
140287120772928	ptr	2
140289469583168	ptr	4
140285644377920	ptr	1
140285644377928	TMlist_remove	2
140287120772936	TMlist_iter_hasNext	507
140287187881792	ptr	4
140287791861568	ptr	2
140286449684288	ptr	24
140288932712264	TMlist_iter_hasNext	8827
140285375942472	TMfindPrevious	24022
140286449684296	TMlist_iter_hasNext	3084
140289469583176	TMlist_iter_hasNext	140
140285979922248	TMlist_iter_hasNext	28784
140288328732480	ptr	35
140285912813384	TMlist_iter_hasNext	206266
140287187881800	TMlist_iter_hasNext	8230
140288462950208	ptr	83
140288462950216	TMlist_remove	36797
140288328732488	TMfindPrevious	4199
140287791861576	TMlist_iter_hasNext	110698
140286047031104	ptr	356
140287322099520	ptr	27
140286047031112	TMfindPrevious	1829
140287322099528	TMlist_iter_hasNext	2647
140287993188240	ptr	8
140287993188248	TMlist_iter_hasNext	14948
140287993188272	ptr	3
140287993188280	TMlist_iter_hasNext	39397
140286382575632	ptr	5
140286382575640	TMlist_remove	10
140288261623832	TMlist_iter_hasNext	54974
140286114140160	ptr	2
140286114140168	TMlist_iter_hasNext	16566
140286114140192	ptr	3
140286114140200	TMlist_iter_hasNext	20
140288530059296	ptr	1
140288530059304	TMlist_remove	87
140286382575664	ptr	23
140286382575672	TMlist_iter_hasNext	5841
140285711487056	ptr	4
140285711487064	TMlist_iter_hasNext	39
140286248357952	ptr	2
140286248357960	TMlist_iter_hasNext	163
140285912813632	ptr	3
140288530059336	TMlist_iter_hasNext	79
140285912813640	TMlist_iter_hasNext	409
140287724752976	ptr	15
140285644378192	ptr	9
140285644378200	TMlist_iter_hasNext	26
140285644378200	TMlist_iter_hasNext	1
140285443051584	ptr	6
140285443051592	TMlist_iter_hasNext	50
